REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
HHS Regions,Region 4,2002,21,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,21,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,21,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,21,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,21,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,21,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,21,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,22,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,23,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,24,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,25,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,26,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,27,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,28,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,29,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,30,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,31,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,32,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,33,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,34,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,35,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,36,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,37,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,38,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 2,2002,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 3,2002,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 4,2002,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 5,2002,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 6,2002,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 7,2002,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 8,2002,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 9,2002,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 10,2002,39,0,0,0,0,0,0,0,0,0,0,0
HHS Regions,Region 1,2002,40,0.784626,0.714586,9,,21,87,,2,119,74,16653
HHS Regions,Region 2,2002,40,1.47411,1.32275,64,,48,81,,12,205,56,15498
HHS Regions,Region 3,2002,40,1.16453,1.15576,27,,56,24,,21,128,39,11075
HHS Regions,Region 4,2002,40,0.956286,1.15761,102,,128,244,,25,499,159,43106
HHS Regions,Region 5,2002,40,1.97716,1.37561,149,,134,193,,42,518,184,37656
HHS Regions,Region 6,2002,40,0.428283,0.144944,1,,3,9,,0,13,56,8969
HHS Regions,Region 7,2002,40,0.881132,1.00199,15,,44,49,,3,111,59,11078
HHS Regions,Region 8,2002,40,0.555,0.859537,48,,20,36,,16,120,57,13961
HHS Regions,Region 9,2002,40,1.7775,1.99249,167,,68,82,,28,345,54,17315
HHS Regions,Region 10,2002,40,0.15872,0.158983,0,,2,0,,0,2,16,1258
HHS Regions,Region 1,2002,41,0.495414,0.469154,7,,30,46,,4,87,78,18544
HHS Regions,Region 2,2002,41,1.94806,1.79991,116,,84,118,,17,335,67,18612
HHS Regions,Region 3,2002,41,0.877381,0.99115,22,,47,24,,19,112,39,11300
HHS Regions,Region 4,2002,41,1.05164,1.12313,110,,142,227,,37,516,171,45943
HHS Regions,Region 5,2002,41,2.20973,1.60629,173,,162,231,,37,603,192,37540
HHS Regions,Region 6,2002,41,0.665571,0.210154,0,,3,16,,0,19,49,9041
HHS Regions,Region 7,2002,41,0.741349,0.810934,27,,25,36,,1,89,60,10975
HHS Regions,Region 8,2002,41,0.505408,0.751167,54,,10,39,,0,103,56,13712
HHS Regions,Region 9,2002,41,1.79872,2.04421,172,,81,128,,12,393,57,19225
HHS Regions,Region 10,2002,41,0.82858,0.683527,2,,1,7,,0,10,16,1463
HHS Regions,Region 1,2002,42,0.405673,0.405581,16,,18,36,,5,75,82,18492
HHS Regions,Region 2,2002,42,1.86141,1.69924,136,,42,104,,11,293,69,17243
HHS Regions,Region 3,2002,42,1.12844,1.25931,28,,65,44,,22,159,44,12626
HHS Regions,Region 4,2002,42,0.80937,1.03339,101,,109,256,,27,493,172,47707
HHS Regions,Region 5,2002,42,2.25005,1.41682,152,,161,259,,24,596,201,42066
HHS Regions,Region 6,2002,42,1.1791,0.338835,1,,15,15,,0,31,65,9149
HHS Regions,Region 7,2002,42,0.920056,0.974354,24,,44,34,,4,106,60,10879
HHS Regions,Region 8,2002,42,0.492651,0.822988,58,,16,34,,10,118,57,14338
HHS Regions,Region 9,2002,42,1.43915,1.60022,124,,67,90,,10,291,63,18185
HHS Regions,Region 10,2002,42,0.846673,0.784753,2,,6,6,,0,14,18,1784
HHS Regions,Region 1,2002,43,0.637874,0.545317,12,,31,60,,5,108,80,19805
HHS Regions,Region 2,2002,43,2.19488,1.83206,145,,59,119,,13,336,65,18340
HHS Regions,Region 3,2002,43,1.1143,1.23102,24,,67,47,,25,163,42,13241
HHS Regions,Region 4,2002,43,1.04113,1.08118,118,,145,276,,29,568,195,52535
HHS Regions,Region 5,2002,43,1.9525,1.51646,174,,176,277,,23,650,207,42863
HHS Regions,Region 6,2002,43,0.992243,0.43047,5,,15,26,,0,46,70,10686
HHS Regions,Region 7,2002,43,0.890115,0.916802,28,,30,45,,4,107,61,11671
HHS Regions,Region 8,2002,43,0.574425,1.04109,64,,41,47,,16,168,58,16137
HHS Regions,Region 9,2002,43,2.51771,2.14734,157,,105,140,,39,441,66,20537
HHS Regions,Region 10,2002,43,0.757961,0.70713,1,,3,8,,0,12,19,1697
HHS Regions,Region 1,2002,44,0.603491,0.560757,22,,36,55,,2,115,82,20508
HHS Regions,Region 2,2002,44,1.79574,1.68209,143,,61,117,,8,329,73,19559
HHS Regions,Region 3,2002,44,1.01307,1.0921,35,,62,44,,16,157,47,14376
HHS Regions,Region 4,2002,44,1.1647,1.15805,132,,206,288,,38,664,200,57338
HHS Regions,Region 5,2002,44,1.96181,1.58903,198,,183,320,,27,728,211,45814
HHS Regions,Region 6,2002,44,1.34323,0.670863,11,,18,52,,0,81,81,12074
HHS Regions,Region 7,2002,44,1.05124,1.0656,28,,38,53,,9,128,61,12012
HHS Regions,Region 8,2002,44,0.705004,1.29593,78,,40,89,,18,225,62,17362
HHS Regions,Region 9,2002,44,2.09511,2.04931,173,,88,161,,36,458,71,22349
HHS Regions,Region 10,2002,44,1.21028,1.21145,3,,9,10,,0,22,21,1816
HHS Regions,Region 1,2002,45,0.506613,0.488515,11,,31,55,,7,104,81,21289
HHS Regions,Region 2,2002,45,2.68916,1.88169,158,,65,128,,18,369,73,19610
HHS Regions,Region 3,2002,45,1.39692,1.43397,30,,101,60,,29,220,47,15342
HHS Regions,Region 4,2002,45,1.19694,1.22949,148,,197,320,,37,702,200,57097
HHS Regions,Region 5,2002,45,1.84367,1.64569,197,,216,328,,45,786,221,47761
HHS Regions,Region 6,2002,45,1.71576,1.0897,35,,19,63,,4,121,77,11104
HHS Regions,Region 7,2002,45,1.32234,1.36431,38,,57,67,,3,165,63,12094
HHS Regions,Region 8,2002,45,0.65443,0.971091,62,,44,62,,6,174,72,17918
HHS Regions,Region 9,2002,45,1.79395,2.23486,206,,142,183,,31,562,75,25147
HHS Regions,Region 10,2002,45,1.06768,1.05163,2,,14,6,,0,22,21,2092
HHS Regions,Region 1,2002,46,0.452492,0.425573,7,,25,50,,6,88,82,20678
HHS Regions,Region 2,2002,46,2.36841,1.88754,142,,79,141,,18,380,75,20132
HHS Regions,Region 3,2002,46,1.18055,1.28214,31,,86,46,,25,188,44,14663
HHS Regions,Region 4,2002,46,1.10455,1.19034,131,,207,276,,30,644,199,54102
HHS Regions,Region 5,2002,46,1.91773,1.70372,230,,202,313,,29,774,211,45430
HHS Regions,Region 6,2002,46,1.38439,0.725654,18,,31,37,,2,88,81,12127
HHS Regions,Region 7,2002,46,1.30644,1.33466,34,,46,60,,7,147,62,11014
HHS Regions,Region 8,2002,46,0.684114,0.956639,48,,50,75,,11,184,73,19234
HHS Regions,Region 9,2002,46,1.82469,2.38351,208,,158,165,,45,576,74,24166
HHS Regions,Region 10,2002,46,1.27803,1.29271,2,,14,10,,2,28,22,2166
HHS Regions,Region 1,2002,47,0.476843,0.459746,9,,35,38,,6,88,80,19141
HHS Regions,Region 2,2002,47,2.13,1.68906,131,,66,127,,18,342,76,20248
HHS Regions,Region 3,2002,47,1.24945,1.30035,35,,83,54,,23,195,46,14996
HHS Regions,Region 4,2002,47,1.10444,1.21425,129,,206,307,,33,675,200,55590
HHS Regions,Region 5,2002,47,1.83287,1.53381,192,,180,280,,33,685,214,44660
HHS Regions,Region 6,2002,47,1.329,1.02233,22,,52,55,,1,130,81,12716
HHS Regions,Region 7,2002,47,0.952186,0.990189,25,,29,45,,10,109,61,11008
HHS Regions,Region 8,2002,47,0.763239,1.07375,63,,38,97,,7,205,72,19092
HHS Regions,Region 9,2002,47,1.7743,2.16344,196,,122,161,,51,530,72,24498
HHS Regions,Region 10,2002,47,0.445713,0.428036,0,,6,2,,0,8,20,1869
HHS Regions,Region 1,2002,48,0.741342,0.664251,23,,29,49,,9,110,84,16560
HHS Regions,Region 2,2002,48,2.51125,2.13189,158,,67,87,,10,322,73,15104
HHS Regions,Region 3,2002,48,1.86725,1.88126,29,,94,56,,39,218,43,11588
HHS Regions,Region 4,2002,48,1.20943,1.35882,126,,160,254,,33,573,203,42169
HHS Regions,Region 5,2002,48,2.00417,1.77282,181,,155,219,,32,587,210,33111
HHS Regions,Region 6,2002,48,1.42332,0.882712,13,,27,41,,13,94,80,10649
HHS Regions,Region 7,2002,48,1.21356,1.02138,18,,21,43,,4,86,63,8420
HHS Regions,Region 8,2002,48,0.832561,0.704362,81,,48,79,,10,218,77,30950
HHS Regions,Region 9,2002,48,1.80693,2.6038,203,,103,145,,35,486,64,18665
HHS Regions,Region 10,2002,48,0.925311,0.938673,2,,7,5,,1,15,21,1598
HHS Regions,Region 1,2002,49,0.584766,0.592108,25,,29,64,,7,125,83,21111
HHS Regions,Region 2,2002,49,2.26602,2.02663,160,,94,142,,18,414,79,20428
HHS Regions,Region 3,2002,49,1.17,1.38139,31,,85,50,,36,202,51,14623
HHS Regions,Region 4,2002,49,1.10385,1.15485,126,,211,248,,37,622,211,53860
HHS Regions,Region 5,2002,49,1.8988,1.55564,176,,184,239,,32,631,210,40562
HHS Regions,Region 6,2002,49,1.79258,1.03153,20,,25,58,,3,106,70,10276
HHS Regions,Region 7,2002,49,1.39596,1.32176,39,,54,69,,4,166,63,12559
HHS Regions,Region 8,2002,49,0.632439,0.521015,61,,61,86,,16,224,79,42993
HHS Regions,Region 9,2002,49,1.4037,2.20322,217,,117,156,,51,541,69,24555
HHS Regions,Region 10,2002,49,0.918394,0.852676,2,,9,5,,2,18,22,2111
HHS Regions,Region 1,2002,50,0.610366,0.565836,27,,40,45,,10,122,86,21561
HHS Regions,Region 2,2002,50,1.86905,1.74574,124,,76,109,,17,326,71,18674
HHS Regions,Region 3,2002,50,1.29548,1.47591,26,,101,47,,34,208,47,14093
HHS Regions,Region 4,2002,50,1.01517,1.12994,115,,200,226,,49,590,205,52215
HHS Regions,Region 5,2002,50,2.01068,1.68397,191,,167,300,,28,686,211,40737
HHS Regions,Region 6,2002,50,2.88248,1.78571,39,,38,132,,2,211,81,11816
HHS Regions,Region 7,2002,50,1.27052,1.28931,24,,30,89,,5,148,62,11479
HHS Regions,Region 8,2002,50,0.774699,0.617875,95,,52,102,,9,258,77,41756
HHS Regions,Region 9,2002,50,1.5613,1.84528,160,,79,124,,22,385,67,20864
HHS Regions,Region 10,2002,50,1.15853,1.18496,3,,9,5,,6,23,21,1941
HHS Regions,Region 1,2002,51,0.622122,0.663217,32,,42,47,,11,132,84,19903
HHS Regions,Region 2,2002,51,2.4707,2.13546,130,,89,147,,30,396,72,18544
HHS Regions,Region 3,2002,51,1.07092,1.26618,35,,63,47,,32,177,48,13979
HHS Regions,Region 4,2002,51,1.36661,1.48229,155,,235,240,,52,682,202,46010
HHS Regions,Region 5,2002,51,1.94513,1.82995,200,,179,256,,24,659,200,36012
HHS Regions,Region 6,2002,51,6.04979,3.78781,70,,41,288,,8,407,78,10745
HHS Regions,Region 7,2002,51,1.77609,1.7457,39,,54,111,,4,208,63,11915
HHS Regions,Region 8,2002,51,1.15111,0.786139,110,,52,119,,18,299,73,38034
HHS Regions,Region 9,2002,51,1.99717,2.2712,174,,91,142,,33,440,67,19373
HHS Regions,Region 10,2002,51,0.986062,0.961538,6,,3,7,,0,16,21,1664
HHS Regions,Region 1,2002,52,0.799462,0.710952,30,,39,24,,6,99,85,13925
HHS Regions,Region 2,2002,52,1.87908,2.18834,105,,98,79,,28,310,72,14166
HHS Regions,Region 3,2002,52,1.33899,1.67582,38,,80,32,,30,180,49,10741
HHS Regions,Region 4,2002,52,1.73547,2.07096,163,,241,190,,44,638,198,30807
HHS Regions,Region 5,2002,52,2.78992,2.6708,209,,162,236,,13,620,195,23214
HHS Regions,Region 6,2002,52,4.12241,2.82888,48,,22,71,,2,143,44,5055
HHS Regions,Region 7,2002,52,3.12275,2.96954,49,,47,94,,4,194,62,6533
HHS Regions,Region 8,2002,52,1.06512,0.856878,86,,44,72,,20,222,77,25908
HHS Regions,Region 9,2002,52,4.49262,3.38164,186,,92,133,,30,441,64,13041
HHS Regions,Region 10,2002,52,1.06865,1.11483,1,,3,6,,0,10,19,897
HHS Regions,Region 1,2003,1,0.64182,0.70735,32,,48,27,,3,110,88,15551
HHS Regions,Region 2,2003,1,2.47831,1.96969,94,,78,84,,13,269,70,13657
HHS Regions,Region 3,2003,1,1.27559,1.53257,39,,72,36,,29,176,51,11484
HHS Regions,Region 4,2003,1,1.7773,2.33733,223,,351,269,,101,944,211,40388
HHS Regions,Region 5,2003,1,2.74745,2.58634,245,,177,229,,44,695,200,26872
HHS Regions,Region 6,2003,1,3.78321,2.71193,53,,17,81,,0,151,41,5568
HHS Regions,Region 7,2003,1,2.87196,2.80465,65,,51,97,,16,229,62,8165
HHS Regions,Region 8,2003,1,0.853741,0.706507,92,,60,68,,9,229,76,32413
HHS Regions,Region 9,2003,1,3.22525,2.81526,182,,99,124,,31,436,58,15487
HHS Regions,Region 10,2003,1,1.65297,1.30597,3,,9,4,,5,21,22,1608
HHS Regions,Region 1,2003,2,0.470414,0.5542,17,,39,37,,16,109,86,19668
HHS Regions,Region 2,2003,2,1.66986,1.66617,107,,67,96,,11,281,66,16865
HHS Regions,Region 3,2003,2,1.41885,1.5994,38,,96,57,,44,235,53,14693
HHS Regions,Region 4,2003,2,1.20515,1.45673,179,,309,274,,79,841,212,57732
HHS Regions,Region 5,2003,2,1.96998,1.93154,222,,204,280,,31,737,203,38156
HHS Regions,Region 6,2003,2,1.93178,2.31318,73,,62,116,,5,256,76,11067
HHS Regions,Region 7,2003,2,1.99184,1.96133,39,,65,99,,10,213,63,10860
HHS Regions,Region 8,2003,2,0.952076,0.764411,91,,80,118,,27,316,77,41339
HHS Regions,Region 9,2003,2,2.83481,3.24865,300,,153,210,,48,711,67,21886
